id,text,sentiment,human_sentiment
818,I would like an @Apple rep to reach out to me and resolve the issue @tim_cook,0,neutral
819,Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple,-1,negative
820,@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C,-1,negative
821,@apple is this how you train your employees to deal with issues?? To hang up on the customer? After 15 fucking minutes of me waiting on hold,-1,negative
822,"#AAPL:Should Apple, Amazon, or eBay Be Portfolio Picks for 2015?...http://t.co/aWn25MWjzG",0,neutral
823,about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed,-1,negative
824,"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7",0,neutral
825,@MhDaDon @Apple next year,0,neutral
826,RT @gxldblvnts: thanking @apple for the 'do not disturb' feature,1,positive
827,"Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",0,neutral
828,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,-1,negative
829,@CarlaBarlaCakes @MoBiggaa @Apple snapchat?,0,neutral
830,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple,-1,negative
831,"Hey @Apple, #iphone7, build this in! ~ @DJKevinHayes http://t.co/JtXgsCmyhw",0,neutral
832,@zagkmerrick @Apple thats not their twitter oh,0,neutral
833,@getlolo_ @apple explain this please http://t.co/G6fZnyuCP8,0,neutral
834,.@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.,-1,negative
835,@APPLE CAN YALL PLEASE SEND ME MY FUCKIN PHONE,-1,negative
836,@LupeFiasco Did he sell his headphones to @apple ?,0,neutral
837,"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll #MFi",0,neutral
838,"@apple http://t.co/rOyOwjfiW5 What a nice piece of crap you've created. Great job. Pay more, get less, #crapple #fail",-1,negative
839,Walked into work and seen this . Who tf traded in a bent up ass iPhone. @apple yall needa fix this shit http://t.co/41AD2aQig3,-1,negative
840,@aydlettgwyn13 @apple please educate us,0,neutral
841,@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..,-1,negative
842,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Z2BQWXee44",0,neutral
843,@apple well done you #cunts my printer don't work since your #fucking #Yosemite #UPDATE #Pricks!,-1,negative
844,Well played @apple http://t.co/mGbsxyiA69,1,positive
845,@Apple airplay sucks on Yosemite,-1,negative
846,Dear @Apple:  Where the ever-lovin' heck did you put the navigation arrows in the iTunes store? Do you even use your own software?,-1,negative
847,"iPhone 6, 6 Plus Availability And Wait Time Update $AAPL #aapl
http://t.co/qdJLBaw3DZ",0,neutral
848,iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh #AAPL,-1,negative
849,.@Apple it really makes it hard to spend money on apps with functionality that might soon disappear on the Today Menu.  Please stop this.,-1,negative
850,"Here we go again wit this 'waiting for items to copy' shit on iTunes, y'all pissing me off @Apple",-1,negative
851,Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services http://t.co/glvCdIKMwG #AAPL,-1,negative
852,Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores [Mac Blog] http://t.co/ttTFQVOiIr #AAPL,0,neutral
853,2) @Apple I've got one question for yall. Who is the genius who decided CAPITALIZING random words was a good idea? Bec it wasn't a good idea,-1,negative
854,When is @apple going to stop producing these pieces of shit earphones? Its about time for earphones that dont tangle! http://t.co/qFSHqwc4Zj,-1,negative
855,CNBCTV:  Analyst worries about #iPhone growth #aapl http://t.co/2cA2SfAShg,0,neutral
856,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite,-1,negative
857,It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??,-1,negative
858,"#AAPL Lawsuit: #Apple Deleted Songs From iPods Without Telling Users: According to The Guardian, Apple deleted... http://t.co/S9usqrgOAV",-1,negative
859,Hey @Apple I think u need a new product: iPster,-1,negative
860,Been waiting 7 days so far for @apple to approve the new app for #CRMSuite. Should be next week!,-1,negative
861,"On December 11th, @Apple will be hosting Hour of Code programming workshops  via @9to5Mac http://t.co/wD82vIeXw7",0,neutral
862,'This accessory may not be supported' ok @Apple just tell me that the charger that came with my phone won't work???,-1,negative
863,@eliransapir @Apple ok duly noted,0,neutral
864,Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple,-1,negative
865,MY IPAD IS GLITCHING SO BAD AND IT ISNT CHARGING WTF @apple,-1,negative
866,@Apple my phone just died at 5% and I feel betrayed.,-1,negative
867,Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad,0,neutral
868,Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/XVB8utXOU3,1,positive
869,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,-1,negative
870,@jokigenki @Apple I think it's like 2011? Can't look right now.,-1,negative
871,#AAPL:How to Remove Apple Pay Credit Cards Remotely From http://t.co/JPD3HwdeeE...http://t.co/7XGBbp7cjW,0,neutral
872,"Apple Inc. Campus 2 Has $161M Auditorium, $74M Fitness Center http://t.co/9KQhafCbCi #AAPL",0,neutral
873,"#AAPL:Apple Loop: iPhone 6S Rumors, Steve Job's Garage Myth, iPhone 6C Specu...http://t.co/GwQ3JqikZd",0,neutral
874,MasterCard debuts new ad spot starring #Apple Pay and Gwen Stefani - http://t.co/GppcWzeTBu #AAPL #GwenStefani,0,neutral
875,"WOAH! 7% Cashback from @Apple store for #CyberMonday deals at http://t.co/fNROGTo4qO. #Ipads, #Iphones, #Mac and MORE.",1,positive
876,"RT @theiphonews: #IPhone6Plus Review: #A New Dawn For @Apple [#Apple]'s #iPhone. (#Thursday, 4 #December) http://t.co/uD0odP62od",0,neutral
877,The @apple enterprise developer agreement is (wait for it ) 719  (seven hundred and nineteen) pages !!,0,neutral
878,fuck you @apple @iphone,-1,negative
879,"In world's first #AppleWatch hackathon, apps and challenges emerge http://t.co/3pkiaimuAP via @svbizjournal #aapl",0,neutral
880,My messages aren't sending...@apple tf is going on,-1,negative
881,@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck,-1,negative
882,Hey @apple @sprint I'm not a fan of your latest commercial!!,-1,negative
883,"I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5",-1,negative
884,Here's #Apple's Next Great Business http://t.co/L1IfhyexQA via @sai #aapl,0,neutral
885,Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX,1,positive
886,Rumors Surface for #Apple #iPhone6S and #iPhone7 in 2015 #aapl http://t.co/Qinl78BI0D,0,neutral
887,@apple get cha shit together and fix my phone !!!,-1,negative
888,RT @OvelhaNegraTV: Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc,-1,negative
889,"@Apple [#Apple] #Inc. is Catching up on #iPhone6 Supply, #But Still Lagging Demand. (#Monday, 8 #December) http://t.co/9QpCt7zirF",0,neutral
890,"Oh @apple, how many Feedback Assistant messages do I have to send before you do anything about it?",-1,negative
891,I can't queue songs on an iPhone @apple @timcook #FixIt,-1,negative
892,13 Things You Didn't Know Your #iPhone6 Could Do #aapl http://t.co/RsPEXS5vuC http://t.co/2CfryTGVom,0,neutral
893,My phone turned off iMessage and won't let me turn it back on and oh yeah no message will load or send. Thanks @apple!,-1,negative
894,We need to talk @apple,0,neutral
895,I've been waiting 2 months for my iPhone 6+ what the fuck @Apple @ATT,-1,negative
896,@NeimanMarcus utilizing iBeacons for #engagement to send messages to @Apple Passbook #personalization http://t.co/CVNq0lUhNO via @pymnts,0,neutral
897,Could Apple Inc. Sell 24 Million Apple Watches in 2015? http://t.co/SLtEs6ZKFE #AAPL,0,neutral
898,Do i have to go to @Apple if idr the code? -_-,0,neutral
899,#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks,0,neutral
900,real quick shout out to @apple for your technology never working,-1,negative
901,"How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7",0,neutral
902,How to #profit in #Apple (#AAPL) #options #trade #trading #finance #short #bet #hedge http://t.co/aMlM8FaJDQ,0,neutral
903,Seems like @apple #customerservice is going downhill when they say need a new battery due to 600 charges over 14 months. 鶯50 to change.,-1,negative
904,#AAPL:iPhone 6 Patent Fraud Case in China Complicated Hacked Photos...http://t.co/eVUHNXiy6T,0,neutral
905,if i buy a 16 gb phone i should have 16 GB'S TO USE @apple,-1,negative
906,@TeamCavuto @charliekirk11 @Apple what did Macy's have to do with it or the other stores they blocked?,0,neutral
907,@Apple fuck u n this weak ass iPhone,-1,negative
908,"RT @slawfr: Spent 6000 EUR at Apple. iPhone 6 camera no longer works.Told I got water in it,I did not. Unacceptable customer service @apple",-1,negative
909,Just broke my 3rd charger of the month. Get your shit together @apple,-1,negative
910,@apple doesn't even own that handle? LOL SIRI knows NOTHING is what I wanted to tell you Mac peeps,-1,negative
911,Take the stress out of looking for Christmas presents &amp; get a 15% student discount at @Apple http://t.co/ulqHvLVzLY http://t.co/3VoUTa45gb,1,positive
912,"Have #Apple, Inc.'s #iPad Sales Peaked? #AAPL http://t.co/2Wpaib3z9M",0,neutral
913,"last month ip cable this month earpiece, give me a break @apple",-1,negative
914,"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs #AAPL #Apple",0,neutral
915,Apple Inc SEO: A Walk Through The Mystery Of http://t.co/yWvCLgnWLZ http://t.co/UIMroAHQpk #AAPL,0,neutral
916,I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/It9XKp6LSx,0,neutral
917,@apple I am beginning to think your products are crap,-1,negative
918,Well thanks @apple for losing over 5000 of my songs off my classic and now every photo i had on my itouch was deleted. #greatcompany,-1,negative
919,#AAPL:Steve Jobs Defends Apple in Taped Deposition...http://t.co/7oXigddEQU,0,neutral
920,Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP,0,neutral
921,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot,-1,negative
922,"@apple, I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low",-1,negative
923,"Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/Ocz4egZX8h via Hamzei  $$",0,neutral
924,@briannaUrie @Apple Their autocorrect is so shit too,-1,negative
925,"Why @Apple, @Google, and @Facebook have their own programming languages. | https://t.co/G5NZ0xAeVH #code #analysis #web #tech #nerdup",0,neutral
926,"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP",0,neutral
927,so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,-1,negative
928,@TomAdler @shortyawards @Apple I agree.  'Get' does not explicitly imply free.,0,neutral
929,I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right,-1,negative
930,@shortyawards @Apple it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if it's free,-1,negative
931,@HeadxCreeps @Apple fuck you apple,-1,negative
932,3G is draining my battery fix this @apple,-1,negative
933,@apple u used to b cool what happened,-1,negative
934,"So here's the deal, I'm taking this phone and beating the shit out of it. Fuck you @AppStore @Apple whatever your damn twitter is, Fuck You",-1,negative
935,"#IPhone6Plus vs. Galaxy Note 4: #Has @Apple [#Apple] Really Snatched Away the #Phablet .... (#Thursday, 4 #Decem... http://t.co/WQQDA8FDVB",0,neutral
936,@ace_kit_uk @office_nerd @Apple Is this deal still available?,0,neutral
937,my notifications are so messed up thank u @apple,-1,negative
938,non-banks @google @apple @PayPal @Moven @Venmo #FinTech via @stevedenning Can Banks Master Disruptive Innovation? http://t.co/LQ5PgE7vRF,0,neutral
939,13% left what even is this shit @apple,-1,negative
940,@prettynumbers @TeamCavuto @Apple For so many reasons. https://t.co/aeHBi4IvoG,0,neutral
941,"Dear @Apple.

Kindly fuck off with your .m4a format.

Regards,
Music Listeners Everywhere.",-1,negative
942,"I'm happy now, thnx fags. @apple",1,positive
943,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple,-1,negative
944,Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR,0,neutral
945,Apple Launches Ten Holiday-Themed iTunes Radio Stations [iOS Blog] http://t.co/fF0JIspy7s #AAPL,0,neutral
946,"RT @JPDesloges: Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT",0,neutral
947,@DannyRosin @Apple It will be interesting to watch how/if this is resolved.,0,neutral
948,Any one know how to retrieve deleted texts from iPhone.  #Apple @apple #textmessage,0,neutral
949,"#AAPL:Apple's iPhone Gained Significant Share In The US, Japan, Germany And ...http://t.co/xY7bTzgSvy",0,neutral
950,You'll be back in my life soon @apple,1,positive
951,http://t.co/gRR3bUFPkS Follow @apple.holidays http://t.co/Z28vBvo3gy,0,neutral
952,"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ",0,neutral
953,my iPhone is fucked. Thanks @apple and @EE what great help you were. Where can i get a new iPhone from?,-1,negative
954,@TayLeanne15 @Apple you can!,0,neutral
955,Why does my phone suck so much @apple,-1,negative
956,"@Apple [#Apple] #Loop: #iPhone6S Rumors, #Jobs And Wozniak's Garage Myth, iPhone 6C .... (#Saturday, 6 #December) http://t.co/o4cQFQgMyv",0,neutral
957,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,0,neutral
958,@Apple need to hurry up and make a middle finger emoji,0,neutral
959,@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8,-1,negative
960,"Hoping @Firefox does not cave! @Apple should allow other browser engines! #OpenUp
Could Soon Come To iOS TechCrunch  http://t.co/WGnY6XOarD",0,neutral
961,RT @codygotMs: @lihdior_ @apple fuck wrong witchall niggas ?,-1,negative
962,@AppleOfficialll @apple I can't say enough about how awesome Apple has been. They've already processed a reorder for the phone that UPS lost,1,positive
963,RT @laurrynk: Dear @apple replace my phone my battery sucks,-1,negative
964,F u @Apple UR geniuses can suck my ass!,-1,negative
965,@apple #iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp,0,neutral
966,@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.,-1,negative
967,RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP,0,neutral
968,"Apple Watch's high-priced fashion focus on the mark, survey says $AAPL #aapl
http://t.co/1d9CjG42iQ",0,neutral
969,From beyond the grave! RT @GMA: Jurors set 2 hear fr star witness at @Apple trial: Steve Jobs. http://t.co/kehRY5VYAS http://t.co/KgvFdBtF7S,0,neutral
970,RT @laur_va: .@Apple engineer makes printer from #Lego http://t.co/4071tVKZzB #makers http://t.co/nVboA5AD4n,0,neutral
971,"Ugh so annoyed, 3 chargers in the last 4 weeks I hate you @apple",-1,negative
972,"#Robots #fabricando #iPhone, #iPad Pro, @Apple [#Apple] Watch, Apple TV y el #.... (#Sunday, 7 #December) http://t.co/Ba8eb8r60N",0,neutral
973,I hate it that my office email's not pushing emails now. It's fetching but on my settings it says push. #appleprobs #appleproblems @apple,-1,negative
974,Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone,-1,negative
975,RT @thehill Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/WY4zI6XQtF,0,neutral
976,"Could Apple Inc. Sell 24 Million Apple Watches in 2015? $AAPL #aapl
http://t.co/DK99Rq2U1e",0,neutral
977,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,-1,negative
978,iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq,0,neutral
979,TheStreet:  Corporate Earnings to Contract; Short #Apple: Best of Kass #aapl http://t.co/vrsw8sPbpd,0,neutral
980,"It's 2014, why doesn't iTunes support .flac files? I mean at least be able to covert em. Yall so fuckin petty @Apple",-1,negative
981,"The customer service from @apple  is the BEST. In for years having and enjoying their products, I have ZERO complains. Thanks #apple",1,positive
982,um where's the mango emoji @apple,0,neutral
983,@Apple honestly sucks,-1,negative
984,It shouldn't take a whole week to replace my harddrive @apple this is ridiculous I have homework to do,-1,negative
985,@Apple Watch SDK and #Monetizaton: Why You Should Download #WatchKit As Soon As Possible http://t.co/5MBQvLU5Ba,0,neutral
986,BLOCK TRADE detected in #AAPL,0,neutral
987,"Apple:Dec 3 Trading Daily Profit $1.85/sh, Weekly Profits of $15.22/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/az3SvKM4Id",0,neutral
988,RT @Hi_IamAaron: Dear @Apple can u please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 months,-1,negative
989,@Apple deleted music from customers' iPods http://t.co/FzmaFUzrnl,-1,negative
990,"Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice",-1,negative
991,#CNBC   how does that fat finger on #AAPL look NOW!  #@BobPisani only a few days later,0,neutral
992,'@Apple: What to Expect in 2015' http://t.co/iE1WZiWiL5,0,neutral
993,Is Apple The Most Important Stock On Earth?  http://t.co/fQ75jYND5P #aapl http://t.co/N0tnOVXLD4,0,neutral
994,"@Archimage @Apple seen a bunch of people tweeting about. Search Twitter, then dev forums. I don't remember solution.",0,neutral
995,"Apple Devices Clobber Androids On Cyber Monday, But The Underdog Is Catching Up $AAPL #aapl
http://t.co/tTlm4APM8y",1,positive
996,#Apple's #iPhone6 International Prices Are Higher Than The US - Forbes #aapl http://t.co/ij4CjpCkg6,0,neutral
997,@stevewoz @AMCTheatres Steve Woz sits down with an @apple II computer and @BloombergNews https://t.co/ygJZxroDXV,0,neutral
998,RT @smartoutsource1: Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR,0,neutral
999,Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case http://t.co/UmRfdsVfZO #AAPL,0,neutral
1000,Here's How Jimmy Iovine Convinced #Apple To Buy #Beats #aapl http://t.co/9pgEhOTWFh http://t.co/o6g7TzpyJI,0,neutral
1001,iPhone battery life takes the piss sort it out @apple iphone #iphone #apple http://t.co/6f1QuV2DUt,-1,negative
1002,Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg,-1,negative
1003,"@Apple, For the love of GAWD, CENTER the '1'on the damn calendar app. You fixed it once, its back, off center, AGAIN! http://t.co/dMyAHEm1Lc",-1,negative
1004,"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/zX2zMhpnEy",0,neutral
1005,"Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL #aapl
http://t.co/6EJ6Mbv44f",0,neutral
1006,RT @mariah_reagan: '@JamesLoera: @mariah_reagan true.. Silly iPhone' @apple get your life together,-1,negative
1007,Always so impressed with the customer service at the @apple store square one. My laptop works again and didn't cost me a dime!,1,positive
1008,"If you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. Uh...reading, muhfugs",-1,negative
1009,@OneRepublic @Apple FOLLOW ME PLS,0,neutral
1010,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!",-1,negative
1011,"RT @JPDesloges: Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt",0,neutral
1012,"#iPhone #users face big change over @Apple [#Apple]'s Google search choice. (#Monday, 1 #December) http://t.co/fA3KKjQQdA",0,neutral
1013,My phone is plugged in and losing battery. Thanks @apple,-1,negative
1014,"@Apple, why I cannot alt+tab back to full screen app!? GRRRR! #usability",-1,negative
1015,macbook love today @apple,1,positive
1016,"Apple's first patent reassignment from PrimeSense buy hints at 3D mapping on Apple TV, iPhone $AAPL #aapl
http://t.co/2n2KjtmU2g",0,neutral
1017,@apple my app store aint working. y??,-1,negative
1018,I seriously f-ing HATE this new version of @Apple iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.,-1,negative
1019,Last night I had like 10 more apps than I do now. What's up with that @apple  I hate you,-1,negative
1020,TRASH. @Apple,-1,negative
1021,"#apple - #Samsung back in courts
@Apple 
@SamsungMobile http://t.co/7sbfUaH5gx",0,neutral
1022,We will be in room 1215 at 3:15 today presenting on our experience with @Apple DEP and @JAMFSoftware   #herewegolakers,0,neutral
1023,my phone keeps fucking freezing @apple,-1,negative
1024,RT @hf: @imcatnoone @Apple or you can't even sync folders,-1,negative
1025,@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync,-1,negative
1026,RT @AllisonSalz: When you request custom gift wrap from @apple ... Don't do it ... http://t.co/DoenA0e8nx,-1,negative
1027,This happened to me SEVERAL times!! Fuck you @Apple deleted rivals' music from iPods for years...http://t.co/QBvcBmZVOF @MailOnline,-1,negative
1028,#AAPL #iPadAir2 RT @waltmossberg Apple Unveils New iPad Air 2 Ads http://t.co/XCsTkCpQWo  via @KurtWagner8 http://t.co/KkUUQBhK9q,0,neutral
1029,Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww,0,neutral
1030,"#AAPL:Watch List: AT&amp;T (NYSE:T), Apple (NASDAQ:AAPL), Pandora Media Inc (NYS...http://t.co/dg5bxrxGda",0,neutral
1031,@apple iBooks picks OPERATION PAPERCLIP as one of the Top Ten NonFiction Books of the Year.  #BestBook2014 #iBooks2014,0,neutral
1032,It's done well but my '04 @apple 40gb #ipod photo has possible come to an end after 10yrs. Battery won't charge! :( http://t.co/e9oGDNlcmw,-1,negative
1033,@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it,-1,negative
1034,RT @muchtech: @Apple Planning to Open 500 iStores in India :http://t.co/HhRlHFcdUP,0,neutral
1035,"Apple Details An Elaborate Transit Navigation System In Patent Applications $AAPL #aapl
http://t.co/O2kMFHrQlr",0,neutral
1036,"@apple ima need yall to get your shit together, my phone is fucking up something serious",-1,negative
1037,"RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5",0,neutral
1038,@Swift_Addiction: lol @apple quicktime MOVs,0,neutral
1039,@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn,-1,negative
1040,"Allowing @Apple final creative authority, @Chase will debut the first spot featuring #ApplePay this week. http://t.co/lnve19yw7G",0,neutral
1041,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/t2uV8nZ46v",0,neutral
1042,RT @Shuevey: Fuck you @apple,-1,negative
1043,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS,-1,negative
1044,"Is It Time to Buy the Dip in Apple Inc. Stock? $AAPL #aapl
http://t.co/mzLzxlhEsl",0,neutral
1045,. @mattz62 We'll find out when I go to the @Apple store and see what they say.,0,neutral
1046,"Mark #Zuckerberg defends free #Facebook, fires back at @Apple and @Ello http://t.co/BCowoLMizS",0,neutral
1047,"Apple: quarter 2014Q3 EPS is $1.42. Use it at #free App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS",0,neutral
1048,"@yungshamwow @Apple apple sucks,",-1,negative
1049,"Seriously wtf iPhone. It's been fucking up all day, now it won't let me set my alarm for my 9:30 lecture. Fkn @apple you can pay my tuition",-1,negative
1050,iPhone 6 Plus Makes Up 41% of Large Phone Sales as iPhone 6 Leads iOS Devices [iOS Blog] http://t.co/H2U3zIpG82 #AAPL,0,neutral
1051,The pop up message box on Iphones is terrible @apple,-1,negative
1052,"Hey @apple, my iPhone 6 was fully charged at 7:30 am. Now it's on 20%. Is that a common battery life?",-1,negative
1053,"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy http://t.co/9tZVa6tPsV #AAPL",0,neutral
1054,@zagkmerrick @Apple DO THEY EDN HAVE A TWITTER,0,neutral
1055,@AzakFeverAFC phone is awful. Why is there a green line? Need a new one. @Apple sort it out. Not on. AF,-1,negative
1056,Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology  http://t.co/kUgHhrehpF @apple,-1,negative
1057,"#Will @Apple [#Apple] head back to #Jobs ideology with 4in #iPhone6s?. (#Monday, 8 #December) http://t.co/wpplCjgEYf",0,neutral
1058,Enjoying the introductions at the @apple #connected launch event.  Some amazing #edtech leaders in the room.  #txed,1,positive
1059,"The discontinued iPod Classic is selling for up to $1,000 online $AAPL #aapl
http://t.co/lnC1yqSxPw",0,neutral
1060,@Samsung is way better than @Apple,-1,negative
1061,@smiIingbarakat @Apple YEAH APPLE UR SLACKIN,-1,negative
1062,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple",-1,negative
1063,@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an,-1,negative
1064,"iPhones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. If it's too hot, it shuts down as well SMFH @Apple",-1,negative
1065,Details of the Apple Inc. iPad Mini 4 Revealed http://t.co/Qeun7yXwMP #AAPL,0,neutral
1066,"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users",0,neutral
1067,"Best of #stakeholderengagement in '14: @thenorthface + @FourPawsUK, @Cargill + @TheForestTrust, @apple + @Greenpeace. http://t.co/7TLZQrLQBT",0,neutral
1068,New Details On @Apple's Giant-Sized #iPad Might Have Just Leaked http://t.co/lYQuGhgn4D via @Inc,0,neutral
1069,@stevewoz watcha doing there with the soldering iron woz at @BloombergNews  and the @apple II computer are you swapping caps?,0,neutral
1070,@OneRepublic @Apple Follow meeee,0,neutral
1071,#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM,0,neutral
1072,@OneRepublic @Apple wow that's amazing,1,positive
1073,"hey @apple can I catch a fucking maverick of a wave on an iPhone?
didn't think so. #SurfsUpSamsung",-1,negative
1074,Literally have been trying to get my @Apple ID re-enabled since November. Why in the actual fuck is this so difficult?,-1,negative
1075,@Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying #fixit,-1,negative
1076,@apple don't delete music off of my iPhone that I payed GOOD MONEY FOR,-1,negative
1077,Apple's PT raised by Citigroup Inc. to $135.00. http://t.co/LNHaOfRxU2 $AAPL #AAPL,0,neutral
1078,@apple get your shit together.,-1,negative
1079,RT @_iamGambino: Thank you @Apple,1,positive
1080,@SheLovesQuez fuck @Apple I'm get a note,-1,negative
1081,Apple Inc. (AAPL) Focuses On Larger Indian Market Share http://t.co/o9RU1Lv1V8 #AAPL,0,neutral
1082,"#IPhone6Plus Review: #A New Dawn For @Apple [#Apple]'s #iPhone. (#Thursday, 4 #December) http://t.co/uD0odP62od",0,neutral
