id,tweet_text,labeled_brand_or_product,detected_emotion,human_sentiment
5223,"RT @mention Apple plans to Keep Austin Wired, opening a pop-up Apple store just for #SXSW {link}",,No emotion toward brand or product,neutral
5224,"RT @mention Apple Pop Up Store for #SXSW, Why not Pop Up Genius Bars - Everywhere?",Apple,Positive emotion,positive
5225,RT @mention Apple pop-up shop for #SXSW. How cool is that? {link},Apple,Positive emotion,positive
5226,RT @mention Apple Popup Store at #SXSW {link},,No emotion toward brand or product,neutral
5227,RT @mention Apple Popup Store at #SXSW {link} (Sat AM at opening),Apple,Positive emotion,positive
5228,RT @mention Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},,No emotion toward brand or product,neutral
5229,RT @mention Apple selling iPad 2 at #sxsw. California is great at building cult followings. {link},,No emotion toward brand or product,neutral
5230,RT @mention Apple set to open popup shop in Austin (6th &amp; Con) for SXSW {link} via @mention #sxsw #sxswprsa #prsa,,No emotion toward brand or product,neutral
5231,RT @mention Apple set to open popup shop in core of #SXSW action {link},,No emotion toward brand or product,neutral
5232,RT @mention Apple set to open popup shop in core of #SXSW action {link} (iPad2 on the ground.),,No emotion toward brand or product,neutral
5233,RT @mention Apple set to open popup shop in core of SXSW action  - they're going to sell iPad2 at #SXSW! {link} // danger,,No emotion toward brand or product,neutral
5234,RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple #ipad #retail,,No emotion toward brand or product,neutral
5235,RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,Apple,Positive emotion,positive
5236,"RT @mention Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link}",,No emotion toward brand or product,neutral
5237,"RT @mention Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential��_ {link} #socialmedia #ipad",,No emotion toward brand or product,neutral
5238,RT @mention Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},,No emotion toward brand or product,neutral
5239,RT @mention Apple setting up temp store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link},iPad,Positive emotion,positive
5240,RT @mention Apple store downtown Austin open til Midnight. #sxsw,,No emotion toward brand or product,neutral
5241,RT @mention Apple Store has had a line down the block all week long at #sxsw amazing,Apple,Positive emotion,positive
5242,RT @mention Apple to have a pop-up store at South by South West: {link} #sxsw,,No emotion toward brand or product,neutral
5243,RT @mention Apple to open a pop-up store downtown Austin (1st floor of my bldg at 6th &amp; congress) for #SXSW and the iPad 2 launch #morefunpeoplewatching,,No emotion toward brand or product,neutral
5244,RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #Apple #sxsw,,No emotion toward brand or product,neutral
5245,RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,,Positive emotion,positive
5246,RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link},,No emotion toward brand or product,neutral
5247,RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link} #atx,,No emotion toward brand or product,neutral
5248,RT @mention Apple to open temporary store for #SXSW. Interesting.  {link},Apple,Positive emotion,positive
5249,"RT @mention Apple, Google, Intel ... Go Gaga for The Go Game by @mention @mention  {link} (cc @mention @iangogame) #LI #SXSW",,I can't tell,neutral
5250,"RT @mention Apple. Intel. Genentech. Atari. Cisco...&quot;Something Ventured,&quot; traces the risk takers who wrote checks: {link} #SXSW",,No emotion toward brand or product,neutral
5251,RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,Negative emotion,negative
5252,RT @mention Apple's doing a #sxsw pop up store for iPad2 sayeth @mention {link},,No emotion toward brand or product,neutral
5253,"RT @mention Apple's pop up shop on Lavaca and 6th #sxsw yes, the line wraps around the block (@mention Apple Store, SXSW) {link}",,No emotion toward brand or product,neutral
5254,RT @mention Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,Apple,Positive emotion,positive
5255,"RT @mention Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",Android App,Positive emotion,positive
5256,"RT @mention Arduino + android = Flaming skulls {link} The Refrigerator Speaks , Salon K, 3:30pm  @mention @mention  #sxsw #smartthings",,No emotion toward brand or product,neutral
5257,RT @mention Are you at #sxsw? Check out #Tokii in the the Maple Leaf Digital Lounge {link} www.tokii.com,,No emotion toward brand or product,neutral
5258,RT @mention Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link},,No emotion toward brand or product,neutral
5259,"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",iPad,Positive emotion,positive
5260,RT @mention are you going to check out the #Apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,,No emotion toward brand or product,neutral
5261,RT @mention Are you stupid at #sxsw ? Find it out with your #Mac and our game {link} or via your #iPad 1&amp;2 {link},,No emotion toward brand or product,neutral
5262,RT @mention Aron Pilhofer from NY Times just endorsed HTML over iPad at #NewsApps #sxsw and asked us not to tweet what he actually said!,,No emotion toward brand or product,neutral
5263,"RT @mention Arriving in the US for #sxsw, will be looking for a MicroSIM for data in my iPhone // recommendations @mention",,No emotion toward brand or product,neutral
5264,"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Google,Positive emotion,positive
5265,RT @mention At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.,iPad or iPhone App,Positive emotion,positive
5266,RT @mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,iPad,Positive emotion,positive
5267,"RT @mention At #SXSW and want to win an iPad? Get on the case with #CHAOS, @mention and @mention {link}",,No emotion toward brand or product,neutral
5268,"RT @mention At #sxsw apple has 99% marketshare, not seeing much linux.",,No emotion toward brand or product,neutral
5269,RT @mention At #SXSW conf and 1 out of every 200 people have a Mac or Ipad (including me).  What happened to the PC? Is it becoming obsolete?,,No emotion toward brand or product,neutral
5270,RT @mention At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},,Positive emotion,positive
5271,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app",iPad or iPhone App,Positive emotion,positive
5272,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere",iPad or iPhone App,Positive emotion,positive
5273,RT @mention At #SXSW preso @mention demonstrates how u can pause a video on new video player &amp; pick up in same spot on iPad app. #tveverywhere,,No emotion toward brand or product,neutral
5274,"RT @mention At #SXSW Social Hackathon session with Google, Bing, Webtrends and Chzbrgr. Going to figure out how to do this in Mpls/St Paul #bolinsxsw",,No emotion toward brand or product,neutral
5275,RT @mention At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},,No emotion toward brand or product,neutral
5276,RT @mention At #SXSW your iphone charger is your best friend.,iPhone,Positive emotion,positive
5277,"RT @mention At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive emotion,positive
5278,"RT @mention At #SXSW, Apple schools the marketing experts | CNET - {link}",,No emotion toward brand or product,neutral
5279,RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,positive
5280,RT @mention At #sxsw? @mention / @mention wanna buy you a drink. 7pm at Fado on 4th. {link} Join us!,,No emotion toward brand or product,neutral
5281,"RT @mention At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",,No emotion toward brand or product,neutral
5282,RT @mention At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @ACLU in ACC 9ABC at 3:30 CST!,,No emotion toward brand or product,neutral
5283,RT @mention At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @ACLU in ACC 9ABC at 3:30!,,No emotion toward brand or product,neutral
5284,RT @mention At #SXSW? Get the SoundCloud iPhone app {link} and start recording. Use 4sq geotagging to be on the map: {link},,No emotion toward brand or product,neutral
5285,RT @mention At #sxsw? Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th.  {link} We'd love to meet!,,No emotion toward brand or product,neutral
5286,RT @mention At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,,No emotion toward brand or product,neutral
5287,"RT @mention At #SXSW? Your #Chaos mission is to download @mention app, check-in &amp; start playing to redeem prizes @mention Austin hot spots! {link}",,No emotion toward brand or product,neutral
5288,"RT @mention At #SXSW? Your mission is to download @mention app, check-in &amp; play to redeem prizes @mention Austin hot spots! {link}",,No emotion toward brand or product,neutral
5289,RT @mention At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,,Positive emotion,positive
5290,RT @mention At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,iPad,Positive emotion,positive
5291,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",Google,Positive emotion,positive
5292,"RT @mention At SXSW, Apple schools the marketing experts {link}  #SXSW",,No emotion toward brand or product,neutral
5293,"RT @mention At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,Positive emotion,positive
5294,RT @mention At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim? You're going.  Charging 3+ Apple products? You too.,,No emotion toward brand or product,neutral
5295,"RT @mention At the panel: &quot;Your mom has an ipad, designing for boomers&quot; #sxsw",,No emotion toward brand or product,neutral
5296,RT @mention Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,neutral
5297,"RT @mention Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",,No emotion toward brand or product,neutral
5298,"RT @mention Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw",,No emotion toward brand or product,neutral
5299,RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,,No emotion toward brand or product,neutral
5300,"RT @mention Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",,No emotion toward brand or product,neutral
5301,RT @mention Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,,No emotion toward brand or product,neutral
5302,"RT @mention Available today, @mention mobile apps for #iPhone #Android #Blackberry and #windowsmobile w/ Facebook. More info: {link} #SXSW",,No emotion toward brand or product,neutral
5303,"RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",iPad,Positive emotion,positive
5304,RT @mention Awesome new version of @mention for iPhone &amp; new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,iPad or iPhone App,Positive emotion,positive
5305,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,iPad or iPhone App,Positive emotion,positive
5306,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT,iPhone,Positive emotion,positive
5307,RT @mention Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,,No emotion toward brand or product,neutral
5308,RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,iPad or iPhone App,Positive emotion,positive
5309,"RT @mention Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",Other Google product or service,Positive emotion,positive
5310,RT @mention Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,,No emotion toward brand or product,neutral
5311,RT @mention Badgeless event! Free Drinks! ���@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de Ch��o #sxsw�۝,Other Google product or service,Positive emotion,positive
5312,RT @mention Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,,No emotion toward brand or product,neutral
5313,RT @mention Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,,No emotion toward brand or product,neutral
5314,"RT @mention Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",,No emotion toward brand or product,neutral
5315,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,Positive emotion,positive
5316,"RT @mention Before it even begins, Apple wins #SXSW {link}",Apple,Positive emotion,positive
5317,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Apple,Positive emotion,positive
5318,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive emotion,positive
5319,"RT @mention Before It Even Begins, Apple Wins��#SxSW, {link} -&gt; gonna get sum! via @mention",Apple,Positive emotion,positive
5320,RT @mention Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw,,No emotion toward brand or product,neutral
5321,RT @mention Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,,No emotion toward brand or product,neutral
5322,RT @mention Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,,No emotion toward brand or product,neutral
5323,"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",,Positive emotion,positive
5324,RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,iPad,Positive emotion,positive
5325,RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?,,No emotion toward brand or product,neutral
5326,"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",iPhone,Positive emotion,positive
5327,RT @mention best thing abt @mention for #SXSW?  great food &amp; drink w/patio &amp; plenty of free parking | 5-10 min N of &quot;the mess&quot; {link},,No emotion toward brand or product,neutral
5328,RT @mention Best thing heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,No emotion toward brand or product,neutral
5329,RT @mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,No emotion toward brand or product,neutral
5330,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my #iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product,neutral
5331,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don'��_ (cont) {link},,No emotion toward brand or product,neutral
5332,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't ne... {link},,I can't tell,neutral
5333,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product,neutral
5334,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention,iPad,Negative emotion,negative
5335,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,iPad,Negative emotion,negative
5336,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,iPad,Negative emotion,negative
5337,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;,,Negative emotion,negative
5338,RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention),,Negative emotion,negative
5339,RT @mention Best thing I've heard this wknd at #SXSW &quot;Gave my iPad 2 $ to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,No emotion toward brand or product,neutral
5340,RT @mention Best thing I've heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product,neutral
5341,RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},Apple,Positive emotion,positive
5342,"RT @mention Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",,No emotion toward brand or product,neutral
5343,RT @mention biggest takeaway from #UXDes thus far -- bring physical world into your iPad design &amp; recreate already learned experiences. #sxsw,,No emotion toward brand or product,neutral
5344,RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,Google,Positive emotion,positive
5345,RT @mention Black or white iPad?  #sxsw #iPad2,,No emotion toward brand or product,neutral
5346,RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link},Google,Positive emotion,positive
5347,"RT @mention Boooo! RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",,No emotion toward brand or product,neutral
5348,"RT @mention Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad. #sxsw #thisiscrazyfun",,No emotion toward brand or product,neutral
5349,iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw,iPad,Positive emotion,positive
5350,"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw",,Positive emotion,positive
5351,"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",Apple,Positive emotion,positive
5352,RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,Negative emotion,negative
5353,RT @mention Brown Paper is coming down on the windows of the #SXSW PopUp Apple Store.  {link},,No emotion toward brand or product,neutral
5354,RT @mention Building a custom Android home screen for #sxsw #SXSWi stuff. Any other must haves? {link},,No emotion toward brand or product,neutral
5355,"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",,Positive emotion,positive
5356,"RT @mention By looking around at SXSWi, you would think Apple was the only tech company in existence. #SXSW",,No emotion toward brand or product,neutral
5357,RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention @Schmittastic #google #SXSW,,No emotion toward brand or product,neutral
5358,RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention #google #SXSW,,No emotion toward brand or product,neutral
5359,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link},,No emotion toward brand or product,neutral
5360,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}  -retweet this,,No emotion toward brand or product,neutral
5361,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link} //,,No emotion toward brand or product,neutral
5362,RT @mention Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity,,No emotion toward brand or product,neutral
5363,RT @mention Can Google do social? We may shortly find out RT @mention Google to Launch Major New Social Network Called Circles at #SXSW {link},,No emotion toward brand or product,neutral
5364,RT @mention Can't be at #sxsw? download their free music mix on itunes {link},,No emotion toward brand or product,neutral
5365,RT @mention Can't be at #sxsw? download their free music mix on itunes {link} cc: @mention,,No emotion toward brand or product,neutral
5366,RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,Other Google product or service,Positive emotion,positive
5367,RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw,iPad,Positive emotion,positive
5368,RT @mention Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,,No emotion toward brand or product,neutral
5369,RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome @mention The League of Extraordinary Hackers. {link} #SXSW,,No emotion toward brand or product,neutral
5370,RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW,,No emotion toward brand or product,neutral
5371,RT @mention Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,,No emotion toward brand or product,neutral
5372,"RT @mention Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,No emotion toward brand or product,neutral
5373,"RT @mention Check out Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",,No emotion toward brand or product,neutral
5374,RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!,Android,Positive emotion,positive
5375,RT @mention Check out our daily #SXSW reports (Dutch): DAY1 {link}  DAY2 {link} More to follow!,,No emotion toward brand or product,neutral
5376,RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW,iPad or iPhone App,Positive emotion,positive
5377,RT @mention Check out the @mention Route {link} ; RSVP here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,,No emotion toward brand or product,neutral
5378,RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw,iPad or iPhone App,Positive emotion,positive
5379,RT @mention Check out the daily recaps of #sxsw by @mention &amp; @mention at the @mention hotspot: {link},,No emotion toward brand or product,neutral
5380,RT @mention Check out the FREE @mention Sampler on iTunes! {link} #SXSW,Other Apple product or service,Positive emotion,positive
5381,RT @mention Check out the FREE SXSW Sampler on iTunes! {link} #SXSW,,No emotion toward brand or product,neutral
5382,RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,,Positive emotion,positive
5383,"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",Android App,Positive emotion,positive
5384,RT @mention Check out Your Mom Has an iPad: Designing for Boomers at SXSW.{link} #SXSW,,No emotion toward brand or product,neutral
5385,RT @mention Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,Positive emotion,positive
5386,"RT @mention Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",,No emotion toward brand or product,neutral
5387,"RT @mention Checkout the #TronLoungeSXSW to see Disney 2nd screen, FREE iPad app &amp; TronLegacy R3CONF1GUR3D Soundtrax #SXSW",,No emotion toward brand or product,neutral
5388,RT @mention Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link},,No emotion toward brand or product,neutral
5389,"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere",iPhone,Positive emotion,positive
5390,RT @mention Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention,,No emotion toward brand or product,neutral
5391,"RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",,No emotion toward brand or product,neutral
5392,"RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW @mention",,No emotion toward brand or product,neutral
5393,RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech:  #SxSW #education,,No emotion toward brand or product,neutral
5394,RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #education,,No emotion toward brand or product,neutral
5395,"RT @mention Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",,No emotion toward brand or product,neutral
5396,"RT @mention Come by Google's zone at #SXSW, they've set up a dodgeball court",,No emotion toward brand or product,neutral
5397,RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,Positive emotion,positive
5398,RT @mention Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011,,No emotion toward brand or product,neutral
5399,RT @mention Come get your morning cup of joe from the Evri booth 206 - and sign up to win an iPad 2! #SXSW #sxswi,,No emotion toward brand or product,neutral
5400,RT @mention come over to the Tech Cocktail event tonight to check out our Mobile Smackdown event! #sxsw #iphone #android #windowsphone,,No emotion toward brand or product,neutral
5401,"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!",Google,Positive emotion,positive
5402,"RT @mention Come party w/ @mention and Google tonight at #sxsw: {link} Bands, food, art, ice cream, nifty interactive maps!",,No emotion toward brand or product,neutral
5403,RT @mention Come to Singapore Roar's Party. The 512 at 6th Street. {link} #sgroars #sxswi #sxsw,,No emotion toward brand or product,neutral
5404,RT @mention Come to the 365PlusMedia booth at #SXSW (across from Google) -- like us on Twitter at the booth and get a free @mention body scrub!!,,No emotion toward brand or product,neutral
5405,RT @mention Complete Android Guide (print) on sale at #sxsw bookstore today: $15. Include 99-cent upgrade to 2.4/3.0-ready ebook. Signing at 4:30!,,No emotion toward brand or product,neutral
5406,RT @mention Conan to his Asst: 'Lots of hipsters here..She's looking for a man w/ a fedora and an Ipad 2' lol! #SXSW,,No emotion toward brand or product,neutral
5407,RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link},,No emotion toward brand or product,neutral
5408,RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! ),,No emotion toward brand or product,neutral
5409,RT @mention Confusion over Google Circles. Google claim Circles is not being released at #sxsw and is not even in development. {link},,No emotion toward brand or product,neutral
5410,RT @mention Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,iPad,Positive emotion,positive
5411,"RT @mention Contactless iPhone payment system being trialled by Visa &amp; ANZ Bank, due to Apple boycotting existing NFC {link} #SXSW",,No emotion toward brand or product,neutral
5412,RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw,Apple,Positive emotion,positive
5413,RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw now peer pressure will make me buy iPad2,Apple,Positive emotion,positive
5414,"RT @mention Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",,No emotion toward brand or product,neutral
5415,RT @mention Could a game improve ecodriving habits? RT @mention ���35 million miles a day are driven while being Google Maps Navigation assisted.&quot;#sxsw,Other Google product or service,Positive emotion,positive
5416,RT @mention Couple of new blogs: random tips on awesome iPhone app dev: {link} and the politics behind HTML5: {link} #SXSW,,No emotion toward brand or product,neutral
5417,RT @mention Coyne�۪s very own @mention and @mention are #sxsw. Here�۪s how to keep up with them while they're on the road {link},,No emotion toward brand or product,neutral
5418,RT @mention CrisisCommons: Monitoring and Collection of Datasets  - call for volunteers issued - {link} #sxsw #JapanQuake,,No emotion toward brand or product,neutral
5419,"RT @mention Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive lat��_ (cont) {link}",Apple,Positive emotion,positive
5420,RT @mention D/L @mention come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us #FightThePaddle! {link} #SXSW,,No emotion toward brand or product,neutral
5421,RT @mention dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #SXSW {link},,No emotion toward brand or product,neutral
5422,RT @mention Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell &amp; Back Again at our #SXSW party,,No emotion toward brand or product,neutral
5423,RT @mention Data is the new oil. (Companies like Google and Facebook have monopoly and terms of service to be wary of) - @mention #sxsw,,No emotion toward brand or product,neutral
